Month,Day,avg5y_pm25,avg5y_pm10,avg5y_o3,avg5y_no2,avg5y_temp,avg5y_co,avg3y_pm25,avg3y_pm10,avg3y_o3,avg3y_no2,avg3y_temp,avg3y_co,2020_pm25,2020_pm10,2020_o3,2020_no2,2020_temp,2020_co,avg5d_2017_pm25,avg5d_2017_pm10,avg5d_2017_o3,avg5d_2017_no2,avg5d_2017_temp,avg5d_2017_co,avg5d_2018_pm25,avg5d_2018_pm10,avg5d_2018_o3,avg5d_2018_no2,avg5d_2018_temp,avg5d_2018_co,avg5d_2019_pm25,avg5d_2019_pm10,avg5d_2019_o3,avg5d_2019_no2,avg5d_2019_temp,avg5d_2019_co,avg5d_2020_pm25,avg5d_2020_pm10,avg5d_2020_o3,avg5d_2020_no2,avg5d_2020_temp,avg5d_2020_co,avg3y_avg5d_pm25,avg3y_avg5d_pm10,avg3y_avg5d_o3,avg3y_avg5d_no2,avg3y_avg5d_temp,avg3y_avg5d_co
11,30,192.4,104.6,15.4,34.2,0,23.2,133,80.33333333,16,28.66666667,0,10.66666667,,,,,,,83,46.2,14.2,20,0,7.8,180,126,14.4,28.4,0,13.8,84.4,29.6,24.8,14.6,0,4,,,,,,,115.8,67.26666667,17.8,21,0,8.533333333
12,1,192.4,77,11,32.4,0,14.4,136,98,10,37.33333333,0,16.66666667,,,,,,,84.4,51,15.2,21.8,0,8.4,162.8,118.2,13.4,26,0,12.2,66.4,32.8,24.8,15.6,0,4.2,,,,,,,104.5333333,67.33333333,17.8,21.13333333,0,8.266666667
12,2,139.2,101.2,19.2,23.4,0,12.4,165,93,24,18,0,7,,,,,,,91.6,50.6,19,18.6,0,7.4,147,98.4,14.2,19.2,0,9.4,57.4,39.8,21.8,19.8,0,5.4,,,,,,,98.66666667,62.93333333,18.33333333,19.2,0,7.4
12,3,122.8,77.8,19.4,21.2,0,10.4,95,36.66666667,24,12.66666667,0,3,,,,,,,81.8,48,20.6,16.8,0,5,114.4,77.2,17.4,11.8,0,5,73.2,47,19.8,23.6,0,6.4,,,,,,,89.8,57.4,19.26666667,17.4,0,5.466666667
12,4,104,49.4,18,24,0,8,44,53,15,22.66666667,0,6.666666667,,,,,,,68.4,46.6,20.8,17.4,0,4.6,73.4,48,17.6,11.4,0,4.4,92,59.4,14.8,26.8,0,8.6,,,,,,,77.93333333,51.33333333,17.73333333,18.53333333,0,5.866666667
12,5,91.6,69,12,31.6,0,14.2,86.66666667,48.33333333,17.33333333,19.66666667,0,6.666666667,,,,,,,63.6,50,17.6,24.2,0,6.6,54.2,48.2,15,14.4,0,5.2,121.8,78.2,10.2,31.4,0,11.8,,,,,,,79.86666667,58.8,14.26666667,23.33333333,0,7.866666667
12,6,125.6,69.8,12.8,27.8,0,15,83,40,18.33333333,14.66666667,0,4.666666667,,,,,,,79.2,52,18.4,26,0,7.8,64.8,45.6,15.8,15,0,5.4,158.6,88.6,10,32.6,0,13.4,,,,,,,100.8666667,62.06666667,14.73333333,24.53333333,0,8.866666667
12,7,127,87.8,12.4,28,0,17.2,66.66666667,60.66666667,11,23,0,8.666666667,,,,,,,83.2,53.2,14.2,30.8,0,9.4,69.2,49.2,15.6,16.8,0,5.6,174.2,79.4,12.8,29.4,0,12.2,,,,,,,108.8666667,60.6,14.2,25.66666667,0,9.066666667
12,8,113.75,65.5,11.5,29.5,0,9.75,106.3333333,77.33333333,7.666666667,33,0,11.33333333,,,,,,,94.6,51.8,17.2,27.8,0,9,76.8,51.2,13.8,21,0,6.4,155.4,74.4,13.6,27.8,0,12,,,,,,,108.9333333,59.13333333,14.86666667,25.53333333,0,9.133333333
12,9,126.25,64,16.25,24,0,9.75,145.3333333,67,18.66666667,21.33333333,0,9,,,,,,,87.4,52.6,16,27.6,0,8.8,88.4,51.2,13.6,22.2,0,6.6,141,63,18.2,24.4,0,10.6,,,,,,,105.6,55.6,15.93333333,24.73333333,0,8.666666667
12,10,122.2,58,18.2,23.2,0,12,111,29.33333333,22.33333333,12.33333333,0,3.333333333,,,,,,,93.4,47.6,18.2,24.2,0,7.4,91,51.2,13.4,23,0,7,115,43.2,20.8,20.8,0,7.6,,,,,,,99.8,47.33333333,17.46666667,22.66666667,0,7.333333333
12,11,100.2,75,10.4,31.2,0,14.8,47,35,13.66666667,20.66666667,0,6,,,,,,,83.8,49,14.8,24,0,7.2,92.4,55.4,12.4,25.2,0,8.2,79.8,38.4,16.8,22.2,0,7.2,,,,,,,85.33333333,47.6,14.66666667,23.8,0,7.533333333
12,12,137,62.8,16,28.2,0,14,66.33333333,43,17.66666667,20.33333333,0,6.666666667,,,,,,,94.2,56,16.2,24,0,8.6,98,62.4,13.4,28.4,0,10,78,46.8,12.4,26,0,9.2,,,,,,,90.06666667,55.06666667,14,26.13333333,0,9.266666667
12,13,77.5,45.5,12,27,0,9.25,74.33333333,50,10,29,0,10.33333333,,,,,,,109.6,70.4,14.4,31,0,13.4,107.8,61.6,15.6,27.2,0,9.8,102.6,43.6,13.8,22.8,0,8.4,,,,,,,106.6666667,58.53333333,14.6,27,0,10.53333333
12,14,120.4,50.4,15.4,24.6,0,9.8,110.3333333,67.33333333,9.333333333,31,0,12.33333333,,,,,,,145.2,78.8,14.4,33.2,0,16.2,110.6,65.2,15.6,29.6,0,10.6,98.6,39.6,12,22.6,0,7.6,,,,,,,118.1333333,61.2,14,28.46666667,0,11.46666667
12,15,102.4,60.4,14,25.6,0,10.8,133.6666667,63.66666667,16,23,0,9.666666667,,,,,,,161,81.6,13.8,33.2,0,16.4,119.6,64.8,16,29.6,0,10.4,95,39.6,13,20,0,7.6,,,,,,,125.2,62,14.26666667,27.6,0,11.46666667
12,16,106.4,63.8,15.8,26.8,0,12,106.6666667,36.33333333,21.33333333,16.33333333,0,5.333333333,,,,,,,165.2,78.2,15.6,31,0,16,114.2,61.2,16,28.8,0,9.6,93.2,33.4,15,18.6,0,6,,,,,,,124.2,57.6,15.53333333,26.13333333,0,10.53333333
12,17,124.8,69,16.2,30.2,0,14.2,76.33333333,41.66666667,21,18.66666667,0,5,,,,,,,154.2,69.6,16.8,27.8,0,14,105,62,14.6,29.4,0,9.4,77,32.6,16.2,18.2,0,5.2,,,,,,,112.0666667,54.73333333,15.86666667,25.13333333,0,9.533333333
12,18,127.6,79.4,10.6,36.4,0,18.2,67,45,15,21.66666667,0,6,,,,,,,135.4,51,17.2,20.8,0,9.2,109.6,67.6,14.4,30.2,0,9.8,71,42.6,13,24.2,0,7.2,,,,,,,105.3333333,53.73333333,14.86666667,25.06666667,0,8.733333333
12,19,143.6,118.4,10.2,39.8,0,26.8,76,48.66666667,13,28.33333333,0,7.666666667,,,,,,,97.6,38.8,16.8,17.8,0,6.2,109.6,66.8,14.6,26.6,0,9,93.4,46.6,13.4,24.4,0,8.2,,,,,,,100.2,50.73333333,14.93333333,22.93333333,0,7.8
12,20,187.2,137.2,8.4,44.6,0,28.2,83.33333333,69.33333333,10.33333333,34.66666667,0,11.33333333,,,,,,,73.4,38.4,17.2,18.8,0,6.8,99.6,71.2,13.6,26.8,0,9.4,102.2,54.4,10.8,27.4,0,9.8,,,,,,,91.73333333,54.66666667,13.86666667,24.33333333,0,8.666666667
12,21,219.4,120.8,16.4,35.6,0,20.4,130.3333333,65.66666667,17,30.66666667,0,11.33333333,,,,,,,73.4,33,18.6,18.4,0,5.6,107.2,69.8,17.2,23.2,0,8.6,124.6,57.6,12.2,26.2,0,10.8,,,,,,,101.7333333,53.46666667,16,22.6,0,8.333333333
12,22,173.4,78.2,15,30.4,0,14.6,120.3333333,49,15,21,0,8,,,,,,,61.6,35.2,19.2,20,0,5.8,99,57,17.8,18.8,0,7.2,137.4,54.8,15,23,0,9.6,,,,,,,99.33333333,49,17.33333333,20.6,0,7.533333333
12,23,130.4,78.8,12.8,30,0,13.4,84,63,14,22,0,8.666666667,,,,,,,66,40,19.8,19.2,0,5.4,76.6,53.2,17.6,15,0,6.4,123.6,55.6,14.8,22.2,0,8.8,,,,,,,88.73333333,49.6,17.4,18.8,0,6.866666667
12,24,138.6,137.2,13.4,38.8,0,23.8,114,53,19.33333333,20,0,7.666666667,,,,,,,67.6,41.4,21.6,17,0,5.2,63.4,51.6,17.2,14.8,0,6.4,115.6,63.2,12,25,0,9.8,,,,,,,82.2,52.06666667,16.93333333,18.93333333,0,7.133333333
12,25,208.4,86.8,17,27.6,0,13.2,101,35,19.66666667,16.33333333,0,4.666666667,,,,,,,64.2,36.4,23.2,12.4,0,3.8,62.2,41.6,20.2,11,0,5,124.4,66.6,14.2,26.2,0,10.4,,,,,,,83.6,48.2,19.2,16.53333333,0,6.4
12,26,118.4,61.8,12.4,24.8,0,8.8,54,63,10.66666667,22.66666667,0,8.333333333,,,,,,,51.8,36.2,23.6,11,0,3.8,45,33.8,19.4,10.6,0,4.2,110.2,69.2,11.2,28.4,0,10.6,,,,,,,69,46.4,18.06666667,16.66666667,0,6.2
12,27,103,72,13.2,27.8,0,13.4,102.3333333,70.66666667,12,25.33333333,0,12,,,,,,,50.6,36.8,20.8,13.8,0,4.4,51.2,39.6,17.6,13.6,0,5.2,111,71,8.8,32.2,0,12.2,,,,,,,70.93333333,49.13333333,15.73333333,19.86666667,0,7.266666667
12,28,133.8,106.4,16.2,37.6,0,21.2,122.3333333,76,19.66666667,29.33333333,0,15.33333333,,,,,,,52.2,42.6,17.2,21.2,0,7.2,68.2,49.8,14.4,21.4,0,8.8,123.6,65.4,12.2,31.2,0,12.2,,,,,,,81.33333333,52.6,14.6,24.6,0,9.4
12,29,183.75,123.25,18.25,33.5,0,20.25,135,55.5,17,24.5,0,11.5,,,,,,,74.6,54.2,16.4,27.2,0,9.8,102.2,50,15.8,22.2,0,9.4,119.8,61,12.4,30.8,0,11.8,,,,,,,98.86666667,55.06666667,14.86666667,26.73333333,0,10.33333333
12,30,214.6666667,151.6666667,12,41.66666667,0,24.66666667,169,52,15,23,0,6,,,,,,,105,58.2,14.8,31.2,0,11,107.8,50.2,16.4,22.8,0,10,119.8,48.8,10.8,29.6,0,10.6,,,,,,,110.8666667,52.4,14,27.86666667,0,10.53333333
12,31,234,237.5,9,40,0,36,89,50,14,21,0,10,,,,,,,116.8,76,15,33,0,11.2,110.6,59.4,14.4,26.4,0,11.6,131,39.8,14.6,25.6,0,9,,,,,,,119.4666667,58.4,14.66666667,28.33333333,0,10.6
